1074,예림당,"2,965",15,+0.51%,500,"166,998",683,9.83,-158.67,0.53,
1075,액션스퀘어,"1,650",20,+1.23%,500,"167,328",682,-21.86,24.18,0.86,
1076,메타바이오메드,"2,850",30,+1.06%,500,"256,831",680,12.94,"3,188.74",4.79,
1077,네오크레마,"9,280",480,+5.45%,500,"829,611",679,N/A,N/A,1.43,
1078,한류타임즈,"3,680",0,0.00%,500,0,678,-13.27,-30.47,0.76,
1079,삼현철강,"4,310",260,+6.42%,500,"653,222",677,4.22,-11.97,2.93,
1080,전진바이오팜,"11,200",50,-0.44%,500,"131,408",677,185.25,35.25,1.15,
1081,케이엘넷,"2,795",10,+0.36%,500,"326,059",675,-8.59,1.16,1.58,
1082,삼진,"11,250",0,0.00%,500,"49,075",675,54.21,"1,081.41",2.39,
1083,선익시스템,"7,500",70,-0.92%,500,"73,028",675,-25.72,34.57,1.12,
1084,리더스코스메틱,"3,710",0,0.00%,500,"28,076",675,-31.29,-104.14,0.98,
1085,한국가구,"4,490",5,+0.11%,100,"43,556",674,8.98,2.05,0.62,
1086,엠벤처투자,"1,095",5,+0.46%,500,"743,802",673,57.15,294.14,2.97,
1087,이건홀딩스,"2,970",0,0.00%,"1,000","186,948",671,52.83,26.37,0.60,
1088,동양파일,"3,325",55,+1.68%,500,"71,290",665,-21.73,-148.47,1.70,
1089,포시에스,"8,040",240,+3.08%,500,"114,374",664,9.90,-4.37,1.89,
1090,인성정보,"3,075",10,-0.32%,500,"139,764",664,-4.41,11.70,0.53,
1091,삼영이엔씨,"7,520",170,+2.31%,500,"72,923",662,4.95,-230.10,2.06,
1092,금강철강,"3,535",15,-0.42%,500,"23,284",662,-12.16,44.09,1.97,
1093,씨유메디칼,"2,500",10,-0.40%,500,"416,996",659,7.20,-32.41,1.39,
1094,플리토,"12,650",50,+0.40%,500,"24,739",659,-43.37,-243.66,3.69,
1095,원익큐브,"1,860",80,+4.49%,500,"2,468,232",658,-7.80,-20.44,3.03,
1096,효성오앤비,"7,740",0,0.00%,500,"47,977",657,3.23,36.99,1.65,
1097,젬백스지오,847,100,+13.39%,500,"20,622,272",656,-25.71,"-1,264.99",1.30,
1098,아이엘사이언스,"3,090",65,+2.15%,100,"110,878",656,10.74,52.08,0.63,
1099,감마누,"2,430",10,+0.41%,500,"199,663",654,-5.13,201.30,1.90,
1100,네오펙트,"3,450",45,-1.29%,500,"339,957",652,117.78,-160.53,0.59,
1101,스튜디오산타클로스,"2,210",0,0.00%,100,"467,761",651,48.68,-649.90,0.00,
1102,한국맥널티,"6,240",50,-0.79%,500,"71,138",650,28.97,182.76,0.64,
1103,체리부로,"2,315",50,+2.21%,500,"184,501",645,2.61,"-2,834.09",0.26,
1104,세명전기,"4,215",140,+3.44%,500,"467,473",643,-2.96,-49.11,1.89,
1105,제일테크노스,"7,130",20,+0.28%,500,"182,949",642,3.89,-45.10,0.64,
1106,엔텔스,"9,290",140,-1.48%,500,"53,430",641,-3.34,64.28,1.64,
1107,GRT,951,0,0.00%,0,0,641,-6.68,-12.31,66.78,
1108,캐스텍코리아,"3,865",345,+9.80%,500,"4,837,050",640,-8.50,-138.85,14.67,
1109,화신정공,"1,755",95,-5.14%,100,"4,731,589",638,9.05,161.70,0.48,
1110,이상네트웍스,"7,080",30,+0.43%,500,"15,660",638,8.23,10.28,20.15,
1111,시큐브,"1,595",20,-1.24%,100,"329,580",638,12.18,117.36,2.46,
